0.0             394094.63704    -5.98849913455  -6.22056744421  0.53336273136   62.1307925022   24.8087244117   34.7318536797   4.38325734747   205.119340008   0.0786332632288 0.0             235546.222321   
3.76777744858e-06 395622.134617   -5.99376588619  -7.07012778744  0.533354381162  62.2587843132   24.8711023441   nan             4.39322333777   198.089273979   0.0791912604305 0.0             236576.44209    
7.53555489717e-06 396098.772005   -5.99841997702  -7.30053030693  0.533361481207  62.3057133596   24.8871357247   34.8862427775   4.39673017451   195.29655711    0.0796717345978 0.0             236883.716804   
1.13033323458e-05 396186.38992    -6.00304868291  -7.33937837641  0.533340647345  62.3215107674   24.8884742551   34.8978140265   4.39805976334   194.633156723   0.0801304241895 0.0             236904.465641   
1.50711097943e-05 396171.964724   -6.00752627929  -7.33914224034  0.533326245953  62.3301556159   24.8847470606   9.83823186416e-155 4.39915202731   190.818815171   0.0805579005899 0.0             236853.700979   
1.88388872429e-05 396144.609862   -6.01188323016  -7.32324318498  0.533323875555  62.3314245398   24.8835131753   nan             4.3986631054    193.724282624   0.0809589091619 0.0             236813.883876   
2.26066646915e-05 396025.961244   -6.0161171225   -7.30140041197  0.533327925315  62.3333386459   24.8682410184   3.38111635328e+128 4.39855413658   230.266967685   0.0813350256152 0.0             236688.328869   
2.63744421401e-05 395992.769999   -6.02023312485  -7.27771380923  0.533323518596  62.3348231216   24.8630483288   34.9003162632   4.39842907001   200.926390106   0.0816880668032 0.0             236663.947259   
3.01422195887e-05 395976.620241   -6.02423509046  -7.25392416483  0.533316082112  62.3368377864   24.8593453462   34.8969554092   4.39849108562   202.589231109   0.0820197388132 0.0             236675.815433   
3.39099970373e-05 395969.445005   -6.02812690162  -7.23079208687  0.533305904679  62.3399514002   24.856258244    34.8953831199   4.39859966728   201.609435063   0.0823317164581 0.0             236669.247217   
3.76777744858e-05 395947.678715   -6.03191236935  -7.20863402502  0.533307247269  62.3417658847   24.8564216964   nan             4.39861901812   203.889667536   0.0826253569222 0.0             236685.999371   
4.14455519344e-05 395938.987168   -6.03559473944  -7.18755791815  0.53329801013   62.3387367395   24.8604148287   34.8844990044   4.39817855928   205.015741577   0.0829020991636 0.0             236695.768606   
4.5213329383e-05 395870.575759   -6.03917723328  -7.16756987886  0.533294927118  62.3356462237   24.858601658    nan             4.3977134831    202.581907353   0.0831631753422 0.0             236674.700522   
4.89811068316e-05 395821.775695   -6.04266333673  -7.14862506374  0.533291207858  62.3387214529   24.8531017529   nan             4.39796966099   202.190260598   0.08340992635   0.0             236645.280913   
5.27488842802e-05 395783.831358   -6.04605625744  -7.13066092445  0.533287513806  62.3407568448   24.8491709646   34.8798229235   4.39819609549   202.029145984   0.083643039756  0.0             236614.260156   
